show_name,episode_title,genres,age_rating,release_date,tags
Explained,Can We Live Forever?,[],TV-MA,Release date,[]
Explained,The Female Orgasm,[],TV-MA,Release date,"['orgasm', 'female orgasm']"
Explained,Political Correctness,[],TV-MA,Release date,"['political correctness', 'gray area', 'reference to geraldine ferraro', ""women's rights"", 'sexism', 'racism', 'reference to vladimir putin', 'marion marechal le pen', 'homophobia', 'journalist', 'anthropologist', 'news anchor', 'intolerance', 'racial humor', 'gay joke', 'romantic rejection', 'stand up comedian', 'campus', 'reference to the bell curve', 'student protest', 'perceived censorship', 'confederate flag', 'honorific for women', 'perceived injustice']"
Explained,Why Women Are Paid Less,[],TV-MA,Release date,[]
Explained,The World's Water Crisis,[],TV-MA,Release date,[]
Explained,Music,[],TV-MA,Release date,[]
Rosehaven,Episode #1.1,[],TV-14,Release date,[]
Rosehaven,Episode #1.2,[],TV-14,Release date,[]
Rosehaven,Episode #1.3,[],TV-14,Release date,[]
Rosehaven,Episode #1.4,[],TV-14,Release date,[]
Rosehaven,Episode #1.5,[],TV-14,Release date,[]
Rosehaven,Episode #1.6,[],TV-14,Release date,[]
Rosehaven,Episode #1.7,[],TV-14,Release date,[]
Rosehaven,Episode #1.8,[],TV-14,Release date,[]
Æon Flux,Pilot,[],TV-14,Release date,"['one word title', 'foot fetish', 'toe sucking', 'licking foot', '2d animation', 'heroine']"
Coronation Street,Episode #1.1,[],TV-PG,Release date,[]
Coronation Street,Episode #1.2,[],TV-PG,Release date,[]
Coronation Street,Episode #1.3,[],TV-PG,Release date,[]
Coronation Street,Episode #1.4,[],TV-PG,Release date,[]
Coronation Street,Episode #1.5,[],TV-PG,Release date,"['wall dissolving', 'gaffer tape', 'cafeteria fire', 'reference to squidward', 'zombie squirrel']"
Coronation Street,Episode #1.6,[],TV-PG,Release date,[]
Coronation Street,Episode #1.7,[],TV-PG,Release date,[]
Coronation Street,Episode #1.8,[],TV-PG,Release date,[]
Coronation Street,Episode #1.9,[],TV-PG,Release date,[]
Coronation Street,Episode #1.10,[],TV-PG,Release date,[]
Coronation Street,Episode #1.11,[],TV-PG,Release date,[]
Coronation Street,Episode #1.12,[],TV-PG,Release date,[]
Coronation Street,Episode #1.13,[],TV-PG,Release date,[]
Coronation Street,Episode 7,[],TV-PG,Release date,[]
Coronation Street,Episode 8,[],TV-PG,Release date,[]
Coronation Street,Episode 9,[],TV-PG,Release date,[]
Coronation Street,Episode 10,[],TV-PG,Release date,[]
Coronation Street,Episode 11,[],TV-PG,Release date,[]
Coronation Street,Episode 12,[],TV-PG,Release date,[]
Coronation Street,Episode 13,[],TV-PG,Release date,[]
Coronation Street,Episode 14,[],TV-PG,Release date,[]
Coronation Street,Episode 15,[],TV-PG,Release date,[]
Coronation Street,Episode 16,[],TV-PG,Release date,[]
Coronation Street,Episode 17,[],TV-PG,Release date,[]
Coronation Street,Episode 18,[],TV-PG,Release date,[]
Coronation Street,Episode 19,[],TV-PG,Release date,[]
Coronation Street,Episode 20,[],TV-PG,Release date,[]
Coronation Street,Episode #1.28,[],TV-PG,Release date,[]
Coronation Street,Episode #1.29,[],TV-PG,Release date,['car']
Coronation Street,Episode #1.30,[],TV-PG,Release date,[]
Coronation Street,Episode #1.31,[],TV-PG,Release date,[]
Coronation Street,Episode #1.32,[],TV-PG,Release date,[]
Coronation Street,Episode #1.33,[],TV-PG,Release date,[]
Coronation Street,Episode #1.34,[],TV-PG,Release date,[]
Coronation Street,Episode #1.35,[],TV-PG,Release date,[]
Coronation Street,Episode #1.36,[],TV-PG,Release date,[]
Coronation Street,Episode #1.37,[],TV-PG,Release date,[]
Coronation Street,Episode #1.38,[],TV-PG,Release date,[]
Coronation Street,Episode #1.39,[],TV-PG,Release date,[]
Coronation Street,Episode #1.40,[],TV-PG,Release date,[]
Coronation Street,Episode #1.41,[],TV-PG,Release date,[]
Coronation Street,Episode #1.42,[],TV-PG,Release date,[]
Coronation Street,Episode #1.43,[],TV-PG,Release date,[]
Coronation Street,Episode #1.44,[],TV-PG,Release date,[]
Coronation Street,Episode #1.45,[],TV-PG,Release date,[]
Coronation Street,Episode #1.46,[],TV-PG,Release date,[]
Coronation Street,Episode #1.47,[],TV-PG,Release date,[]
Coronation Street,Episode #1.48,[],TV-PG,Release date,[]
Coronation Street,Episode #1.49,[],TV-PG,Release date,[]
Coronation Street,Episode #1.50,[],TV-PG,Release date,[]
Misfits,Episode #1.1,[],TV-14,Release date,"[""character repeats someone else's dialogue"", 'woman punches a man', 'death', 'blood', 'pub', 'cover up', 'disposing of a dead body', 'kicked in the face', 'stomped to death', 'time freeze', 'reflection in eye', 'foot chase', 'wheelchair', 'head butt', 'baseball cap', 'cell phone', 'urination', 'punched in the face', 'mother son relationship', 'dog', 'marijuana joint', 'slow motion scene', 'paint', 'raised middle finger', 'bare chested male', 'sense of touch', 'thunderstorm', 'rage', 'lust', 'struck by lightning', 'murder', 'invisibility', 'hail', 'corpse', 'blood splatter', 'murdered with an axe']"
Misfits,Episode #1.2,[],TV-14,Release date,"['sex', 'male pubic hair', 'lust', 'bare chested male', 'male rear nudity', 'older woman younger man relationship', 'female topless nudity', 'woman on top', 'bra and panties', 'sex in bed', 'woman riding a man', 'younger version of character', 'missing person poster', 'photo album', 'older person', 'death', 'marijuana joint', 'premature ejaculation', 'woman slaps a man', 'slapped in the face', 'punched in the face', 'reference to george michael', 'peeping tom', 'drunkenness', 'wheelchair', 'public nudity', 'reference to spider man', 'rapid aging', 'stepfather stepson relationship', 'mother son relationship', 'invisibility', 'dance']"
Misfits,Episode #1.3,[],TV-14,Release date,"['female rapist', 'female on male rape', ""character repeats someone else's dialogue"", 'rape by deception', 'cigarette smoking', 'reflection in eye', 'decomposing body', 'hit with a car door', 'kicked in the face', 'jealousy', 'credit card', 'wig', 'corpse', 'body in a trunk', 'severed hand', 'shovel', 'male wearing bra', 'construction site', 'shower', 'doggystyle sex', 'one night stand', 'head butt', 'goggles', 'invisibility', 'lens flare', 'interracial sex', 'interracial kiss', 'bare chested male', 'nightclub', 'lust', 'sex in a bathroom', 'broken windshield', 'grave digging', 'bald man', 'baldness', 'bald woman']"
Misfits,Episode #1.4,[],TV-14,Release date,"['woman wears a bra and panties', 'drug bust', 'repeated event', 'memorial', 'newspaper', 'photograph', 'stolen car', 'marriage proposal', 'engagement ring', 'arrest', 'father son relationship', 'punched in the face', 'stabbed to death', 'stabbed in the stomach', 'staple gun', 'humiliation', 'lens flare', 'foot chase', 'slow motion', 'bowling alley', 'interracial kiss', 'cocaine', 'drug dealer', 'nightclub', 'guilt', 'time travel', 'reflection in eye', 'interracial relationship', 'boyfriend girlfriend relationship', 'masturbation', 'bare chested male', 'love triangle', 'alternate timeline', 'time loop']"
Misfits,Episode #1.5,[],TV-14,Release date,"['cell phone video', 'cell phone', 'baby', 'boyfriend girlfriend relationship', 'returning character killed off', 'murder', 'betrayal', 'virgin', 'older woman younger man relationship', 'raised middle finger', 'reference to spider man', 'invisibility', 'pub', 'woman slaps a man', 'slapped in the face', 'time travel', 'reflection in eye', 'pretending to be gay', 'breaking up with girlfriend', ""character's point of view camera shot"", 'bare chested male', 'masturbation', 'love triangle', 'interracial kiss', 'manipulation']"
Misfits,Episode #1.6,[],TV-14,Release date,"[""character repeats someone else's dialogue"", 'waking up in a coffin', 'trapped in a coffin', 'man buried alive', 'resurrection', 'death', 'slow motion scene', 'dead body in a freezer', 'immortality', 'buried alive', 'nightclub', 'funeral', 'cemetery', 'casket', 'falling off a roof', 'impalement', 'falling to death', 'water gun', 'cardigan', 'reference to charles darwin', 'train station', 'masked man', 'invisibility', 'foot chase', 'rubber gloves', 'reference to jay z', 'earphones', 'news report', 'dildo', 'bound and gagged', 'pizza', 'bag over head', 'urination', 'marijuana joint', 'mind control', 'wheelchair', 'corpse', 'cult leader', 'cult', 'lens flare']"
Chicago Fire,Pilot,[],TV-14,Release date,['cameo']
Chicago Fire,Mon Amour,[],TV-14,Release date,['chicago cubs']
Chicago Fire,Professional Courtesy,[],TV-14,Release date,"['wheelchair', 'hazing', 'medical examination', 'father son relationship', 'fraud', 'gift', 'locker room', 'dinner', 'doping', 'adolescent']"
Chicago Fire,One Minute,[],TV-14,Release date,"['halloween', 'halloween costume']"
Chicago Fire,Hanging On,[],TV-14,Release date,[]
Chicago Fire,Rear View Mirror,[],TV-14,Release date,[]
Chicago Fire,Two Families,[],TV-14,Release date,"['thanksgiving episode', 'thanksgiving']"
Chicago Fire,Leaving the Station,[],TV-14,Release date,[]
Chicago Fire,It Ain't Easy,[],TV-14,Release date,[]
Chicago Fire,"Merry Christmas, Etc.",[],TV-14,Release date,"['christmas episode', 'christmas']"
Chicago Fire,God Has Spoken,[],TV-14,Release date,[]
Chicago Fire,Under the Knife,[],TV-14,Release date,[]
Chicago Fire,Warm and Dead,[],TV-14,Release date,[]
Chicago Fire,A Little Taste,[],TV-14,Release date,[]
Chicago Fire,Nazdarovya!,[],TV-14,Release date,[]
Chicago Fire,Viral,[],TV-14,Release date,[]
Chicago Fire,Better to Lie,[],TV-14,Release date,[]
Chicago Fire,Fireworks,[],TV-14,Release date,[]
Chicago Fire,A Coffin That Small,[],TV-14,Release date,['title directed by female']
Chicago Fire,Ambition,[],TV-14,Release date,[]
Chicago Fire,Retaliation Hit,[],TV-14,Release date,[]
Chicago Fire,Leaders Lead,[],TV-14,Release date,[]
Chicago Fire,Let Her Go,[],TV-14,Release date,[]
Chicago Fire,A Hell of a Ride,[],TV-14,Release date,[]
Skylanders Academy,Skylanders Unite!,[],TV-Y7,Release date,[]
Skylanders Academy,My Way or The Sky Way,[],TV-Y7,Release date,[]
Skylanders Academy,Missing Links,[],TV-Y7,Release date,[]
Skylanders Academy,Dream Girls,[],TV-Y7,Release date,[]
Skylanders Academy,The Hole Truth,[],TV-Y7,Release date,[]
Skylanders Academy,Space Invaders,[],TV-Y7,Release date,[]
Skylanders Academy,Anger Mismanagement,[],TV-Y7,Release date,[]
Skylanders Academy,Pop Rocks,[],TV-Y7,Release date,[]
Skylanders Academy,Beard Science,[],TV-Y7,Release date,[]
Skylanders Academy,The Skylands Are Falling!,[],TV-Y7,Release date,['crash bandicoot character']
Skylanders Academy,Crash Landing,[],TV-Y7,Release date,"['crash bandicoot character', 'crossover']"
Skylanders Academy,Assault on Skylander Academy,[],TV-Y7,Release date,[]
Hawaii Five-0,Pilot,[],TV-14,Release date,"['murder', 'opening action scene', 'police badge', 'mexican standoff', 'garage', 'police shootout', 'gunfight', 'shootout', 'toolbox', 'machine gun', 'pistol', 'explosion', 'ex soldier', 'firefight', 'ambush', 'helicopter', 'fistfight', 'father son relationship', 'abuse', 'kidnapping', 'death of father', 'police officer', 'oceania', 'father', 'hawaii', 'governor', 'navy', 'immunity', 'team', 'male lead', 'government', 'seal', 'human trafficking', 'hostage situation', 'shooting', 'hostage', 'solving crime', 'partner', 'special ops', 'fight', 'gun', 'key', 'north korea', 'pilot episode', 'rabbit', 'diving', 'fall']"
Hawaii Five-0,Ohana (Family),[],TV-14,Release date,"['case', 'serbian', 'swedish actor playing serbian character', 'reference to mit', 'hacker', 'skeleton key', 'secret room', 'duct taped mouth', 'nail', 'explosion', 'graduation', 'car crash', 'girlfriend is really villain', 'nsa', 'computer expert', 'police officer', 'oceania', 'police shootout', 'opening action scene', 'one word episode title', 'beating', 'abuse', 'swimming pool', 'father son relationship', 'false identity', 'kidnapping', 'blackmail', 'boy']"
Hawaii Five-0,Malama Ka Aina (Respect the Land),[],TV-14,Release date,"['police officer', 'oceania', 'samoan', 'triad', 'shark', 'american football', 'lawyer', 'locker room', 'cage']"
Hawaii Five-0,Lanakila (Victory),[],TV-14,Release date,"['police officer', 'oceania', 'police chase', 'gunfight', 'shootout', 'police shootout', 'kidnapping', 'basketball hoop', 'basketball game', 'basketball', 'escaped prisoner', 'opening action scene', 'one word episode title', 'underwear', 'jail', 'ritual', 'wheelchair', 'therapy', 'escape from prison', 'medical examination', 'tomb', 'false identity', 'hospital gown', 'cane', 'bribe', 'boxer shorts']"
Hawaii Five-0,Nalowale (Forgotten/Missing),[],TV-14,Release date,"['reference to guns and ammo', 'reference to rambo', 'submarine', 'ambassador', 'american ambassador to philippines', 'missing daughter', ""girlfriend meets boyfriend's sister"", 'reference to ms. pac man', 'reference to barry white', 'nightclub', 'reference to casanova', 'roofies', 'slapped in the face', 'dog', 'security consultant', 'insurance', 'terrorist', 'filipino terrorist', ""woman wears a man's shirt"", 'police officer', 'oceania', 'sex', 'fistfight', 'kissing while having sex', 'police shootout', 'gunfight', 'shootout', 'one word episode title', 'torture', 'picnic', 'kidnapping', 'cane', 'handcuffs', 'drowning']"
Hawaii Five-0,Ko'olauloa (North Shore of O'ahu),[],TV-14,Release date,"['surfing', 'police officer', 'greedy developer', 'oceania', 'father son relationship']"
Hawaii Five-0,Ho'apono (Accept),[],TV-14,Release date,"['police officer', 'oceania', 'hostage', 'battleship', 'gunfight', 'shootout', 'tour guide', 'tour', 'chase', 'hostage drama', 'police shootout', 'opening action scene', 'kidnapping', 'false identity', 'fight']"
Hawaii Five-0,Mana'o (Belief),[],TV-14,Release date,"['corruption', 'police officer', 'oceania', 'drug trade', 'father son relationship', 'loyalty', 'double agent', 'campfire', 'boy']"
Hawaii Five-0,Po'ipu (The Siege),[],TV-14,Release date,"['police officer', 'oceania', 'child in jeopardy', 'conspiracy', 'hotel', 'sex in a hotel', 'opening action scene', 'dinner date', 'kiss', 'red dress', 'woman kills a man', 'female removes her dress', 'black bra and panties', 'home invasion', 'knife', 'fistfight', 'woman shot', 'police chase', 'foot chase', 'female killer', 'female assassin', 'female gunfighter', 'assassin', 'pistol', 'machine gun', 'pump action shotgun', 'ambush', 'police shootout', 'street shootout', 'gunfight', 'shootout', 'car bomb', 'one word episode title', 'murder', 'strangulation', 'femme fatale', 'cut above eye', 'double cross', 'siege', 'assassination attempt', 'old war buddies', 'exploding car', 'reference to jon bon jovi', 'reference to bruce springsteen', 'reference to frank sinatra', 'loyalty', 'father son relationship', 'kidnapping']"
Hawaii Five-0,Heihei (Race),[],TV-14,Release date,"['police officer', 'oceania', 'one word episode title', 'theft', 'hospital gown', 'bed', 'diving']"
Hawaii Five-0,Palekaiko (Paradise),[],TV-14,Release date,"['police officer', 'oceania', 'serial killer', 'boar', 'one word episode title', 'vomiting', 'trophy', 'cruise ship', 'wetsuit', 'morphine', 'strangulation', 'stalker', 'spear fishing', 'in law', 'diving', 'acetone', 'bare chested male', 'arrow']"
Hawaii Five-0,Hana 'a'a Makehewa (Desperate Measures),[],TV-14,Release date,"['police officer', 'oceania', 'christmas', 'fireworks', 'santa claus suit', 'santa hat', 'costume party', 'prison', 'fire', 'christmas eve', 'christmas tree', 'christmas song', 'christmas day']"
Hawaii Five-0,Ke Kinohi (The Beginning),[],TV-14,Release date,"['police officer', 'oceania', 'theft', 'beach', 'kidnapping']"
Hawaii Five-0,He Kane Hewa' Ole (An Innocent Man),[],TV-14,Release date,"['police officer', 'oceania', 'car', '35 year old man', 'crying father', 'severed head', 'toy pickup truck', 'box', 'blackmail', 'decapitation', 'medical examination', 'therapy', 'in laws', 'father figure', 'ransom', 'courier', 'beheading', 'father son relationship', 'kidnapping', 'boy']"
Hawaii Five-0,Kai e' e (Tidal Wave),[],TV-14,Release date,"['police officer', 'oceania', 'tsunami', 'beach', 'kidnapping', 'surfing', 'swimwear', 'swimming trunks', 'bare chested male', 'theft', 'sabotage', 'babysitting', 'money', 'heist']"
Hawaii Five-0,E Malama (To Protect),[],TV-14,Release date,"['police officer', 'oceania', 'stolen police car', 'impersonating a police officer', 'police officer killed', 'father figure', 'kidnapping', 'blackmail']"
Hawaii Five-0,Powa Maka Moana (Pirate),[],TV-14,Release date,"['pirate', 'police officer', 'oceania', 'bare chested male', 'father son relationship', 'abuse', 'drinking', 'kidnapping']"
Hawaii Five-0,Loa Aloha (The Long Goodbye),[],TV-14,Release date,"['police officer', 'oceania', 'explosion', 'embezzlement', 'father son relationship', 'bomb', 'brother brother relationship', 'reference to bruce springsteen']"
Hawaii Five-0,Ne Me'e Laua Na Paio (Heroes and Villains),[],TV-14,Release date,"['police officer', 'oceania', 'adultery', 'serial killer', 'jail', 'swimming pool', 'false identity', 'fall', 'infidelity']"
Hawaii Five-0,Ma Ke Kahakai (Shore),[],TV-14,Release date,"['police officer', 'oceania', 'aunt', 'fisherman', 'rock', 'rescue helicopter', 'contraband', 'in laws', 'father son relationship', 'boy', 'fall', 'fireworks', 'locker', 'karaoke', 'crystal meth', 'fishing boat', 'broken arm']"
Hawaii Five-0,Ho'opa'i (Revenge),[],TV-14,Release date,"['police officer', 'oceania', 'one word episode title', 'hospital gown', 'father son relationship', 'boy']"
Hawaii Five-0,Ho'ohuli Na'au (Close to Heart),[],TV-14,Release date,"['costume', 'police officer', 'oceania', 'gambling', 'shaved ice', 'paternity', 'theft', 'infidelity', 'jealousy']"
Hawaii Five-0,Ua Hiki Mai Kapalena Pau (Until the End is Near),[],TV-14,Release date,"['police officer', 'oceania', 'watching a cartoon on tv', '57 year old man', 'hazmat suit', 'milk carton', 'reference to miley cyrus', 'reference to spongebob squarepants', 'cartoon on tv', 'medical examination', 'contraband', 'poison', 'infidelity', 'adultery']"
Hawaii Five-0,Oia'i'o (Truth),[],TV-14,Release date,"['police officer', 'oceania', 'one word episode title', 'bmw', 'exploding car']"
9-1-1,Pilot,[],TV-14,Release date,"['snake', ""alzheimer's disease"", 'mother daughter relationship', 'police officer', 'suicide', 'suicide by jumping', 'suicide by jumping off a building', 'cpr', 'priest', 'church', 'firefighter', 'confession', 'confessional', 'fire truck', 'sex in vehicle', 'baby', 'stuck in a pipe', 'blood', 'newborn baby', 'ambulance', 'husband wife relationship', 'coming out of the closet', 'gay husband', 'killing a snake', 'cutting the head off a snake', 'sex on a roof', 'fired from a job', 'break in', 'home invasion', 'reference to steven spielberg', 'motorcycle', 'competition', 'bare chested male', 'boxer shorts', 'embarrassment', 'bully', 'male bonding', 'punishment', 'party', 'underwear', 'male nudity', 'chore', 'fire', 'police', 'female police officer']"
9-1-1,Let Go,[],TV-14,Release date,"['roller coaster', 'amusement park', 'death', 'fall from height', 'falling to death', 'police officer', 'firefighter', ""alzheimer's disease"", 'attacked by a dog', 'dog', 'dog attack', 'doberman pinscher', 'church', 'window washer', 'therapist', 'memorial service', 'sex with therapist', 'drug overdose', 'police', 'female police officer', 'deceased', 'title directed by female']"
9-1-1,Next of Kin,[],TV-14,Release date,"['clown', 'birthday party', 'bouncy castle', 'wind', 'fall from height', 'firefighter', 'blood', 'overdose', 'hospital', 'attempted suicide', 'bullying', 'cooking', 'car accident', 'impaled through the head', 'rebar', 'tow truck', 'surgery', 'operation', 'birthday', 'brain surgery', 'brain', 'bounce house', 'santa ana winds', 'rappel', ""child's birthday party"", 'drug overdose', 'hydrocodone', 'f rated', 'failed suicide attempt', 'child protective services', 'marriage proposal', 'reference to obamacare', 'rejecting a marriage proposal', 'playing a video game', 'impaled with rebar', 'car crash', 'perfume as gift', 'human trafficking', 'reference to gary cooper', 'reference to florence nightingale', 'induced coma', ""alzheimer's disease"", 'police', 'female police officer']"
9-1-1,Worst Day Ever,[],TV-14,Release date,"['emergency landing', '911 call', 'plane on fire', 'search and rescue', 'duct tape', '911 operator', '911 call center', ""alzheimer's disease"", 'plane', 'airplane crash', 'teen bullying', 'rescue', 'airport', 'firefighter', 'plane crashes into the water', 'party', 'revenge', 'calling someone a slut', 'fire on water', 'blood', 'dead body', 'trapped', 'underwater scene', 'flashback', 'pregnant woman', 'crying', 'police officer', 'cliffhanger', 'cliffhanger ending', 'three word episode title', 'day in episode title', 'police', 'female police officer']"
9-1-1,Point of Origin,[],TV-14,Release date,"['overalls', 'arranged marriage', 'floor collapse', 'triple f rated', 'prison visit', 'flashback', 'st. paul minnesota', 'murder of a family', 'reference to target store', 'space heater', 'death by electrocution', 'car wash', 'wedding', 'rescue', 'reference to bruce wayne', 'priest', 'fire', 'drug addiction', 'confession', 'girlfriend girlfriend relationship', 'swimming pool', 'swimming pool float', 'police', 'female police officer', 'dead body in a swimming pool', 'child in jeopardy', 'title directed by female']"
9-1-1,Heartbreaker,[],TV-14,Release date,"['small plane', 'pilot license', 'hollywood sign', '911 call', 'cesna airplane', 'golf course', 'hole in the head', ""valentine's day"", 'murder of boyfriend', 'dating advice', 'multiple car crash', 'gun held to back of head', 'super glue', 'heimlich maneuver', 'airplane', 'marriage proposal', 'cessna', 'broken heart syndrome', 'choking', 'cleaver', 'murder', 'blood', 'date', 'car crash', 'tracheotomy', 'revolver', 'restaurant', 'captive', 'male wears underwear', 'insanity', 'heart transplant', 'emergency landing', 'police', 'female police officer', 'griffith observatory']"
9-1-1,Full Moon (Creepy AF),[],TV-14,Release date,"['full moon', 'arcade', 'claw arcade game', 'stuffed toy cow', 'insanity', 'prowler', 'sprinkler', 'f rated', 'break door in', 'doula', 'delivering a baby', 'shot in the chest', 'shot in the head', 'face eaten', 'taser', 'baseball bat to the skull', 'flatulence', 'tapeworm', 'reference to burger king', 'ex girlfriend ex girlfriend relationship', 'wife wife relationship', 'kiss', 'yoga', 'pregnant woman', 'pregnancy', 'water breaking', 'woman in labor', 'giving birth', 'detective', 'blood', 'cheating', 'beaten to death with a baseball bat', 'cheating on wife', 'police', 'female police officer']"
9-1-1,Karma's a Bitch,[],TV-14,Release date,"['flashback', 'hanged from a tree', 'bolt action rifle', 'donate blood', 'triple f rated', 'tanning bed', 'zoo', 'tiger', 'shot in the chest', 'karma', 'domestic abuse', 'f rated', 'blood', 'dog', 'priest', 'tranquilizer gun', 'tranquilizer dart', 'mauled by a tiger', 'husband wife relationship', 'wife wife relationship', 'porch pirate', 'police', 'female police officer', 'suicide by hanging', 'pet dog', 'burned corpse', 'gym', 'pickup truck', 'car', 'negligence', 'animal cruelty', 'delivery van', 'package', 'carrying packages', 'gash on arm', 'uncle nephew relationship', 'pinecone', 'suicide']"
9-1-1,Trapped,[],TV-14,Release date,"['sleeping in a dumpster', 'garbage truck', 'homeless man', 'stuck in an elevator', 'voice over', 'handcuffed to someone', 'hoarder', 'booby trap', 'cigarette lighter', 'blindness', 'compound fracture', 'f rated', 'hot air balloon', 'rat', 'trapped', 'elevator', 'date', 'water', 'mother son relationship', 'elevator shaft', 'rappelling down an elevator shaft', 'handcuffed to a bed', 'embarrassment', 'loss of mother', 'reference to die hard', 'kiss', 'police', 'female police officer', 'title directed by female', 'death of mother']"
9-1-1,A Whole New You,[],TV-14,Release date,"['funeral', 'voice over', 'pulmonary embolism', 'dining room', 'hiccup', 'british accent', 'selfie', 'hyperventilating', 'psychic', 'morgue', 'buying a motorcycle', 'motorcycle accident', 'narcolepsy', 'church', 'prayer', 'catfish', 'shut in', 'bloated corpse', 'cut in half', 'waking up in the morgue', 'blood', 'torn in half', 'reference to star wars', 'date', 'season finale', 'motorcycle', 'police', 'female police officer', 'woman slaps a man']"
The Equalizer,The Equalizer,[],TV-14,Release date,"['female warrior', 'female fighter', 'police', 'police officer', 'female police officer', 'male police officer', 'female sniper', 'ambush', 'prisoner transport', 'woman wears leather', 'crime scene', 'police car', 'woman wears gloves', 'female police officer wears raid jacket', 'female police officer wears bomber jacket', 'uniform bomber jacket', 'female forensic police officer', 'murder', 'video surveillance', 'female prisoner', 'escaped female prisoner', 'uniform windbreaker raid jacket', 'gloves', 'teenager']"
The Equalizer,Glory,[],TV-14,Release date,"['female warrior', 'female fighter', 'police', 'police officer', 'male police officer', 'female police officer', 'female uniformed police officer', 'female police officer wears raid jacket', 'uniform windbreaker raid jacket', 'female police officer wears bomber jacket', 'uniform bomber jacket', 'woman wears gloves', 'hostage', 'police investigation', 'police car', 'ambulance', 'fbi agent', 'male fbi agent', 'female fbi agent', 'female fbi agent wears raid jacket', 'bomb', 'fbi arrest', 'gloves', 'scene of the crime', 'fbi federal bureau of investigation']"
The Equalizer,Judgment Day,[],TV-14,Release date,[]
The Equalizer,It Takes a Village,[],TV-14,Release date,[]
The Equalizer,The Milk Run,[],TV-14,Release date,"['woman wears a hoodie', 'woman wears a bomber jacket']"
The Equalizer,The Room Where It Happens,[],TV-14,Release date,"['rape victim', 'rape', 'sexual predator', 'father daughter relationship', 'suicide attempt']"
The Equalizer,Hunting Grounds,[],TV-14,Release date,[]
The Equalizer,Lifeline,[],TV-14,Release date,"['female warrior', 'female fighter', 'police', 'murder', 'tactical team', 'female tactical team member', 'male tactical team member', 'woman wears tactical outfit', 'criminal', 'hostage', 'taser', 'female tactical team member knocked unconscious', 'police raid', 'woman fight', 'woman fights a man', 'woman wears boots', 'woman wears a uniform', 'black uniform', 'female fight', 'police detective']"
The Equalizer,True Believer,[],TV-14,Release date,"['female warrior', 'female fighter', 'police', 'police officer', 'female police officer', 'male police officer', 'female uniformed police officer', 'female police officer wears raid jacket', 'uniform windbreaker raid jacket', 'female police officer wears bomber jacket', 'uniform bomber jacket', 'police arrest', 'police interrogation', 'bomb', 'woman wears gloves']"
The Equalizer,Reckoning,[],TV-14,Release date,"['female fighter', 'female warrior', 'drive by shooting', 'murder', 'hospital', 'police', 'police interrogation', 'hostage', 'woman with a gun', 'police officer', 'male police officer', 'female police officer', 'female uniformed police officer', 'uniform bomber jacket', 'female police officer wears bomber jacket', 'police arrest', 'police car', 'woman wears a bomber jacket', 'shootout', 'female sniper', 'police investigation', 'revenge', 'crime scene', 'female police officer wears raid jacket', 'uniform windbreaker raid jacket', 'woman wears gloves', 'woman wears a uniform', 'police uniform', 'gloves', 'leather jacket', 'leather pants', 'windbreaker jacket', 'leather']"
BUNK'D,Welcome to Camp Kikiwaka,[],TV-G,Release date,['overalls']
BUNK'D,Gone Girl,[],TV-G,Release date,['overalls']
BUNK'D,Camp Rules,[],TV-G,Release date,[]
BUNK'D,Smells Like Camp Spirit,[],TV-G,Release date,"['reference to nirvana', 'learning how to swim', 'learning to swim']"
BUNK'D,The Ones That Got Away,[],TV-G,Release date,[]
BUNK'D,Can You Hear Me Now?,[],TV-G,Release date,[]
BUNK'D,Friending with the Enemy,[],TV-G,Release date,[]
BUNK'D,"Waka, Waka, Waka!",[],TV-G,Release date,[]
BUNK'D,Secret Santa,[],TV-G,Release date,[]
BUNK'D,Counselors' Night Off,[],TV-G,Release date,[]
BUNK'D,There's No Place Like Camp,[],TV-G,Release date,[]
BUNK'D,Luke's Back,[],TV-G,Release date,[]
BUNK'D,No Escape,[],TV-G,Release date,['title directed by female']
BUNK'D,Close Encounters of the Camp Kind,[],TV-G,Release date,['reference to close encounters of the third kind']
BUNK'D,Crafted and Shafted,[],TV-G,Release date,['overalls']
BUNK'D,Boo Boos and Birthdays,[],TV-G,Release date,"['birthday', 'overalls']"
BUNK'D,For Love and Money,[],TV-G,Release date,"['title directed by female', 'overalls']"
BUNK'D,Love Is for the Birds,[],TV-G,Release date,['overalls']
BUNK'D,Bride and Doom,[],TV-G,Release date,['overalls']
BUNK'D,Live from Camp Kikiwaka,[],TV-G,Release date,[]
BUNK'D,Xander Says Goodbye,[],TV-G,Release date,[]
White Collar Blue,Episode #1.1,[],TV-MA,Release date,[]
White Collar Blue,Episode #1.2,[],TV-MA,Release date,[]
White Collar Blue,Episode #1.4,[],TV-MA,Release date,[]
White Collar Blue,Episode #1.5,[],TV-MA,Release date,[]
White Collar Blue,Episode #1.6,[],TV-MA,Release date,[]
White Collar Blue,Episode #1.7,[],TV-MA,Release date,['swimming']
White Collar Blue,Episode #1.8,[],TV-MA,Release date,['car']
White Collar Blue,Episode #1.9,[],TV-MA,Release date,[]
White Collar Blue,Episode #1.10,[],TV-MA,Release date,[]
White Collar Blue,Episode #1.11,[],TV-MA,Release date,[]
White Collar Blue,Episode #1.12,[],TV-MA,Release date,[]
White Collar Blue,Episode #1.13,[],TV-MA,Release date,[]
